k,omega_B2_caseA_mV0,omega_B2_caseA_mV1,omega_B2_caseA_mV5,omega_B2_caseA_mV20,omega_B2_caseB_mV0,omega_B2_caseB_mV1,omega_B2_caseB_mV5,omega_B2_caseB_mV20
1.493338157651489473e+00,1.349691868292784314e+00,1.349856792705631303e+00,1.351605464988778538e+00,1.352958017031710147e+00,1.349691868292784314e+00,1.479454688109294702e+00,2.755272465968408024e+00,3.582477647783029351e+00
1.532424255886859266e+00,1.379771168816018356e+00,1.379949012375045081e+00,1.381835232217884402e+00,1.383294854868945878e+00,1.379771168816018356e+00,1.511183755742306234e+00,2.819022118519561637e+00,3.676125039135243355e+00
1.572533379662316655e+00,1.410408442117815797e+00,1.410599849088033819e+00,1.412630610415381183e+00,1.414202912330369877e+00,1.410408442117815797e+00,1.543414376025206591e+00,2.883745034354821435e+00,3.772213537616236678e+00
1.613692305282044659e+00,1.441615528493477960e+00,1.441821132142776296e+00,1.444003337234570861e+00,1.445693887480312911e+00,1.441615528493477960e+00,1.576153774433556087e+00,2.949411074146574663e+00,3.870806175650752134e+00
1.655928509883624278e+00,1.473405188556232925e+00,1.473625605731756938e+00,1.475966009134212387e+00,1.477780295789722143e+00,1.473405188556232925e+00,1.609410155798196351e+00,3.015985547350282125e+00,3.971967558081208605e+00
1.699270189781397100e+00,1.505791166704410156e+00,1.506026992210801163e+00,1.508532142251371333e+00,1.510475528830952152e+00,1.505791166704410156e+00,1.643192799608746535e+00,3.083429008185045284e+00,4.075763895896703737e+00
1.743746279289940526e+00,1.538788252437300219e+00,1.539040053289505883e+00,1.541716231901769874e+00,1.543793912064080676e+00,1.538788252437300219e+00,1.677512153773790038e+00,3.151697086258656633e+00,4.182263040064548854e+00
1.789386470040221555e+00,1.572412338843238500e+00,1.572680648474275245e+00,1.575533810121097167e+00,1.577750761192688200e+00,1.572412338843238500e+00,1.712379925726155161e+00,3.220740362999836126e+00,4.291534515375505343e+00
1.836221230801324378e+00,1.606680477611159619e+00,1.606965790120981730e+00,1.610001500672278540e+00,1.612362436572021718e+00,1.606680477611159619e+00,1.747809169764032999e+00,3.290504306410010571e+00,4.403649554199188465e+00
1.884281827820986077e+00,1.641610929959909981e+00,1.641913694495509057e+00,1.645137070967647608e+00,1.647646395165700772e+00,1.641610929959909981e+00,1.783814369547422674e+00,3.360929277815335681e+00,4.518681130029618132e+00
1.933600345698516243e+00,1.677223212937519969e+00,1.677543828296326867e+00,1.680959480390746608e+00,1.683621239570834316e+00,1.677223212937519969e+00,1.820411514724582513e+00,3.431950625148627143e+00,4.636703990681430021e+00
1.984209708804039352e+00,1.713538140614570882e+00,1.713876950162678492e+00,1.717488924550028884e+00,1.720306763664526617e+00,1.713538140614570882e+00,1.857618170744430142e+00,3.503498877655920829e+00,4.757794690975252649e+00
2.036143703258354254e+00,1.750577859779817835e+00,1.750935146773786810e+00,1.754746875055369193e+00,1.757723994469777562e+00,1.750577859779817835e+00,1.895453541016585586e+00,3.575500056617498146e+00,4.882031624724793240e+00
2.089436999488087920e+00,1.788365879840317474e+00,1.788741863236094742e+00,1.792756114475972051e+00,1.795895229886964151e+00,1.788365879840317474e+00,1.933938520708281761e+00,3.647876115503426941e+00,5.009495055808510067e+00
2.144125175371200065e+00,1.826927096730160960e+00,1.827321927555217496e+00,1.831540766214868166e+00,1.834844072002322024e+00,1.826927096730160960e+00,1.973095741613449361e+00,3.720545520763036240e+00,5.140267148074061154e+00
2.200244739988289400e+00,1.866287810738591846e+00,1.866701569093740298e+00,1.871126319117633052e+00,1.874595455745289518e+00,1.866287810738591846e+00,2.012949607689717979e+00,3.793423981025492608e+00,5.274431993783270656e+00
2.257833157995557727e+00,1.906475738276897758e+00,1.906908431022984240e+00,1.911539646719959018e+00,1.915175672743039792e+00,1.906475738276897758e+00,2.053526321029262469e+00,3.866425327780338428e+00,5.412075640258567688e+00
2.316928874635703295e+00,1.947520017711134477e+00,1.947971576882913558e+00,1.952809021128034228e+00,1.956612390292872705e+00,1.947520017711134477e+00,2.094853898204089848e+00,3.939462544630044860e+00,5.553286114336645873e+00
2.377571341403441618e+00,1.989451209491589267e+00,1.989921491467209425e+00,1.994964121614999586e+00,1.998934665451142401e+00,1.989451209491589267e+00,2.136962177100939719e+00,4.012448935113763326e+00,5.698153444170969806e+00
2.439801042382784058e+00,2.032301290907014391e+00,2.032790076346976171e+00,2.038036038103812508e+00,2.042172954315462530e+00,2.032301290907014391e+00,2.179882814529904955e+00,4.085299411204480258e+00,5.846769677848949520e+00
2.503659521273662758e+00,2.076103645879854298e+00,2.076610640434654709e+00,2.082057269789934661e+00,2.086359116650387424e+00,2.076103645879854298e+00,2.223649275049820240e+00,4.157931876360748014e+00,5.999228898200966498e+00
2.569189409125935075e+00,2.120893050295942661e+00,2.121417886067097136e+00,2.127061719233865666e+00,2.131526416082116793e+00,2.120893050295942661e+00,2.268296811598411900e+00,4.230268669099897849e+00,6.155627233073229121e+00
2.636434452799294004e+00,2.166705653426646005e+00,2.167247891152068284e+00,2.173084682322498296e+00,2.177709516152347202e+00,2.166705653426646005e+00,2.313862438642332098e+00,4.302238026187619191e+00,6.316062860212561247e+00
2.705439544168073862e+00,2.213578956052243196e+00,2.214138087974256042e+00,2.220162834557966036e+00,2.224944472584719168e+00,2.213578956052243196e+00,2.360384898669237508e+00,4.373775519473340090e+00,6.480636005763851237e+00
2.776250750090453856e+00,2.261551785931850578e+00,2.262127239294824399e+00,2.268334214181740194e+00,2.273268722169688782e+00,2.261551785931850578e+00,2.407904622928915384e+00,4.444825417835296832e+00,6.649448935205846567e+00
2.848915343162064850e+00,2.310664271287219407e+00,2.311255412402166254e+00,2.317638202680120330e+00,2.322721068719379112e+00,2.310664271287219407e+00,2.456463687392402839e+00,4.515341926148084717e+00,6.822605935341925942e+00
2.923481833274528263e+00,2.360957812975480685e+00,2.361563951781259885e+00,2.368115503243662268e+00,2.373341666580085274e+00,2.360957812975480685e+00,2.506105764936618741e+00,4.585290256887152083e+00,7.000213285712472810e+00
3.000000000000000000e+00,2.412475056020508379e+00,2.413095451065351948e+00,2.419808117768448952e+00,2.425172002215619127e+00,2.412475056020508379e+00,2.556876074778206220e+00,4.654647496836106235e+00,7.182379217495152623e+00
